opponents, date, year, regularSeason?, score1-score2, location(A), pace1, tSP1, eFG1, 3PA1, FTR1, ORR1, DRR1, TRR1, ASP1, STLP1, BLK1, TOR1, OEff1, DEF, pace2, tSP2, eFG2, 3PA2, FTR2, ORR2, DRR2, TRR2, ASP2, STLP2, BLK2, TOR2, OEff2
Milwaukee Bucks at Minnesota Timberwolves, October 26, 2018,regularSeason,125-95,A,106.1,0.6450,0.6360,0.5000,0.0870,17.9000,76.4000,55.9000,65.3000,3.8000,11.6000,14.9000,117.8000,MAN,106.1,0.3960,0.3660,0.3840,0.1161,23.6000,82.1000,44.1000,52.8000,9.4000,13.0000,5.5000,89.6000
%http://www.basketball-reference.com/boxscores/201810260NOP.html
Brooklyn Nets at New Orleans Pelicans, October 26, 2018,regularSeason,115-117,A,102.5,0.5500,0.5360,0.4080,0.1020,34.0000,71.7000,54.0000,60.5000,5.9000,10.7000,14.7000,112.2000,MAN,102.5,0.5350,0.4950,0.2350,0.2041,28.3000,66.0000,46.0000,52.3000,10.7000,19.0000,9.1000,114.1000
%http://www.basketball-reference.com/boxscores/201810260NYK.html
Golden State Warriors at New York Knicks, October 26, 2018,regularSeason,128-100,A,99.7,0.6940,0.6780,0.3790,0.1149,17.1000,75.0000,49.4000,51.0000,10.0000,11.8000,13.2000,128.4000,MAN,99.7,0.5250,0.5060,0.4330,0.1000,25.0000,82.9000,50.6000,43.6000,6.0000,1.9000,16.6000,100.3000
%http://www.basketball-reference.com/boxscores/201810260SAC.html
Washington Wizards at Sacramento Kings, October 26, 2018,regularSeason,112-116,A,108.9,0.5830,0.5470,0.4880,0.2093,11.4000,72.5000,44.2000,55.0000,7.3000,12.1000,17.9000,102.8000,MAN,108.9,0.5520,0.5370,0.3890,0.1474,27.5000,88.6000,55.8000,56.8000,7.3000,9.1000,14.6000,106.5000
%http://www.basketball-reference.com/boxscores/201810260TOR.html
Dallas Mavericks at Toronto Raptors, October 26, 2018,regularSeason,107-116,A,100.7,0.5220,0.4780,0.3260,0.2065,20.8000,73.9000,46.8000,57.9000,6.0000,9.4000,12.0000,106.2000,MAN,100.7,0.5810,0.5440,0.2970,0.1868,26.1000,79.2000,53.2000,52.3000,9.9000,8.1000,10.7000,115.2000
%http://www.basketball-reference.com/boxscores/201810270ATL.html
Chicago Bulls at Atlanta Hawks, October 27, 2018,regularSeason,97-85,A,101.7,0.5390,0.5060,0.3980,0.1566,17.8000,80.0000,52.0000,69.4000,13.8000,13.6000,18.2000,95.3000,MAN,101.7,0.4520,0.3930,0.4760,0.2262,20.0000,82.2000,48.0000,74.1000,8.8000,16.0000,18.9000,83.6000
%http://www.basketball-reference.com/boxscores/201810270CLE.html
Indiana Pacers at Cleveland Cavaliers, October 27, 2018,regularSeason,119-107,A,91.6,0.6960,0.6820,0.1760,0.2432,14.8000,55.6000,38.1000,58.3000,14.2000,4.9000,14.9000,129.9000,MAN,91.6,0.5590,0.5060,0.2910,0.2326,44.4000,85.2000,61.9000,52.5000,9.8000,3.3000,13.6000,116.8000
%http://www.basketball-reference.com/boxscores/201810270DET.html
Boston Celtics at Detroit Pistons, October 27, 2018,regularSeason,109-89,A,100.9,0.5620,0.5350,0.3950,0.1977,16.3000,88.5000,53.5000,64.1000,4.0000,15.4000,11.8000,108.0000,MAN,100.9,0.4550,0.4100,0.4160,0.1798,11.5000,83.7000,46.5000,48.5000,4.0000,5.8000,10.1000,88.2000
%http://www.basketball-reference.com/boxscores/201810270MEM.html
Phoenix Suns at Memphis Grizzlies, October 27, 2018,regularSeason,96-117,A,97.8,0.5560,0.5190,0.4230,0.1923,12.2000,90.9000,47.3000,77.8000,5.1000,1.9000,18.0000,98.2000,MAN,97.8,0.6600,0.6140,0.3290,0.2532,9.1000,87.8000,52.7000,68.2000,12.3000,2.2000,11.9000,119.7000
%http://www.basketball-reference.com/boxscores/201810270MIA.html
Portland Trail Blazers at Miami Heat, October 27, 2018,regularSeason,111-120,A,99.9,0.5530,0.4890,0.3750,0.2841,16.7000,68.0000,42.9000,37.8000,7.0000,14.0000,8.2000,111.2000,MAN,99.9,0.5580,0.5360,0.4060,0.1771,32.0000,83.3000,57.1000,47.7000,7.0000,14.5000,10.0000,120.2000
%http://www.basketball-reference.com/boxscores/201810270MIL.html
Orlando Magic at Milwaukee Bucks, October 27, 2018,regularSeason,91-113,A,105.4,0.4190,0.3760,0.4260,0.1485,17.7000,83.3000,41.8000,63.6000,8.5000,11.5000,9.2000,86.3000,MAN,105.4,0.6130,0.5610,0.3660,0.2561,16.7000,82.3000,58.2000,58.5000,5.7000,12.1000,18.6000,107.2000
%http://www.basketball-reference.com/boxscores/201810270NOP.html
Utah Jazz at New Orleans Pelicans, October 27, 2018,regularSeason,132-111,A,108.6,0.6330,0.5800,0.3640,0.3409,17.1000,77.1000,51.8000,69.6000,6.4000,11.5000,11.1000,121.5000,MAN,108.6,0.5150,0.4680,0.3580,0.2316,22.9000,82.9000,48.2000,55.0000,3.7000,8.9000,12.9000,102.2000
%http://www.basketball-reference.com/boxscores/201810270PHI.html
Charlotte Hornets at Philadelphia 76ers, October 27, 2018,regularSeason,103-105,A,100.4,0.4880,0.4370,0.3680,0.2105,17.6000,73.6000,46.2000,51.4000,3.0000,12.7000,7.9000,102.6000,MAN,100.4,0.5040,0.4400,0.3080,0.2747,26.4000,82.4000,53.8000,51.4000,4.0000,13.3000,9.5000,104.6000
%http://www.basketball-reference.com/boxscores/201810270SAS.html
Los Angeles Lakers at San Antonio Spurs, October 27, 2018,regularSeason,106-110,A,101.6,0.5640,0.5520,0.3840,0.1279,15.9000,74.5000,46.2000,46.3000,4.9000,6.7000,15.3000,104.3000,MAN,101.6,0.5420,0.5000,0.1760,0.2088,25.5000,84.1000,53.8000,45.5000,6.9000,9.4000,11.3000,108.2000
%http://www.basketball-reference.com/boxscores/201810280BRK.html
Golden State Warriors at Brooklyn Nets, October 28, 2018,regularSeason,120-114,A,99.7,0.6030,0.5560,0.3710,0.2360,27.3000,87.5000,56.0000,63.6000,11.0000,15.6000,10.8000,120.3000,MAN,99.7,0.6090,0.5980,0.4830,0.1149,12.5000,72.7000,44.0000,66.7000,5.0000,5.4000,13.8000,114.3000
%http://www.basketball-reference.com/boxscores/201810280DAL.html
Utah Jazz at Dallas Mavericks, October 28, 2018,regularSeason,113-104,A,99.0,0.6300,0.5880,0.3130,0.2375,20.5000,74.5000,50.0000,59.5000,8.1000,9.5000,16.7000,114.2000,MAN,99.0,0.5100,0.4670,0.3080,0.2088,25.5000,79.5000,50.0000,63.2000,6.1000,5.5000,11.3000,105.1000
%http://www.basketball-reference.com/boxscores/201810280LAC.html
Washington Wizards at Los Angeles Clippers, October 28, 2018,regularSeason,104-136,A,106.6,0.4760,0.4180,0.2780,0.2371,24.6000,68.9000,44.1000,47.4000,6.6000,4.1000,11.4000,97.5000,MAN,106.6,0.6250,0.6210,0.2820,0.0777,31.1000,75.4000,55.9000,62.5000,6.6000,12.9000,11.4000,127.6000
%http://www.basketball-reference.com/boxscores/201810280OKC.html
Phoenix Suns at Oklahoma City Thunder, October 28, 2018,regularSeason,110-117,A,105.9,0.5620,0.4880,0.3140,0.3023,22.7000,79.1000,50.6000,55.3000,9.4000,4.9000,18.4000,103.9000,MAN,105.9,0.5830,0.5470,0.2820,0.2824,20.9000,77.3000,49.4000,51.2000,15.1000,5.1000,13.0000,110.5000
%http://www.basketball-reference.com/boxscores/201810290CHI.html
Golden State Warriors at Chicago Bulls, October 29, 2018,regularSeason,149-124,A,104.6,0.6930,0.6770,0.4690,0.1979,20.0000,77.4000,52.7000,64.2000,8.6000,11.9000,6.1000,142.5000,MAN,104.6,0.5690,0.5480,0.3720,0.2234,22.6000,80.0000,47.3000,54.3000,5.7000,5.9000,7.6000,118.6000
%http://www.basketball-reference.com/boxscores/201810290DEN.html
New Orleans Pelicans at Denver Nuggets, October 29, 2018,regularSeason,111-116,A,104.5,0.6110,0.5910,0.2930,0.1707,17.9000,80.4000,51.8000,65.1000,7.7000,8.6000,19.5000,106.2000,MAN,104.5,0.5620,0.5110,0.3760,0.2258,19.6000,82.1000,48.2000,66.7000,13.4000,8.6000,11.2000,111.0000
%http://www.basketball-reference.com/boxscores/201810290IND.html
Portland Trail Blazers at Indiana Pacers, October 29, 2018,regularSeason,103-93,A,95.3,0.5990,0.5510,0.3330,0.2179,24.3000,85.4000,58.8000,50.0000,3.1000,4.2000,17.3000,108.1000,MAN,95.3,0.4710,0.4440,0.2110,0.1444,14.6000,75.7000,41.2000,51.4000,8.4000,9.6000,7.5000,97.6000
%http://www.basketball-reference.com/boxscores/201810290MIA.html
Sacramento Kings at Miami Heat, October 29, 2018,regularSeason,123-113,A,108.9,0.5690,0.5570,0.2680,0.1546,18.8000,74.0000,46.9000,58.3000,7.3000,15.1000,10.0000,113.0000,MAN,108.9,0.5280,0.4840,0.4240,0.2609,26.0000,81.3000,53.1000,52.6000,9.2000,12.7000,14.4000,103.8000
%http://www.basketball-reference.com/boxscores/201810290MIL.html
Toronto Raptors at Milwaukee Bucks, October 29, 2018,regularSeason,109-124,A,107.8,0.4730,0.4220,0.4370,0.2136,23.4000,81.8000,47.2000,64.1000,8.3000,14.9000,8.0000,101.1000,MAN,107.8,0.6180,0.5920,0.4890,0.1630,18.2000,76.6000,52.8000,62.2000,4.6000,6.9000,14.5000,115.0000
%http://www.basketball-reference.com/boxscores/201810290MIN.html
Los Angeles Lakers at Minnesota Timberwolves, October 29, 2018,regularSeason,120-124,A,103.8,0.5420,0.5290,0.3170,0.0962,35.4000,60.8000,48.5000,49.0000,7.7000,11.6000,14.0000,115.6000,MAN,103.8,0.5580,0.5000,0.2960,0.2653,39.2000,64.6000,51.5000,61.9000,10.6000,16.9000,11.2000,119.4000
%http://www.basketball-reference.com/boxscores/201810290NYK.html
Brooklyn Nets at New York Knicks, October 29, 2018,regularSeason,96-115,A,90.5,0.5120,0.4700,0.4520,0.2024,22.9000,56.8000,37.6000,64.7000,6.6000,10.3000,9.6000,106.1000,MAN,90.5,0.5750,0.5380,0.2610,0.1739,43.2000,77.1000,62.4000,46.7000,5.5000,6.5000,11.5000,127.1000
%http://www.basketball-reference.com/boxscores/201810290PHI.html
Atlanta Hawks at Philadelphia 76ers, October 29, 2018,regularSeason,92-113,A,105.5,0.4460,0.4150,0.3940,0.1489,17.2000,69.8000,42.3000,57.1000,9.5000,5.8000,11.2000,87.2000,MAN,105.5,0.5280,0.4850,0.4750,0.1717,30.2000,82.8000,57.7000,80.5000,6.6000,15.8000,15.1000,107.1000
%http://www.basketball-reference.com/boxscores/201810290SAS.html
Dallas Mavericks at San Antonio Spurs, October 29, 2018,regularSeason,108-113,A,100.1,0.5480,0.5270,0.3740,0.1319,18.2000,89.1000,54.4000,34.9000,8.1000,4.2000,18.3000,97.7000,MAN,100.1,0.5640,0.5110,0.2200,0.2198,10.9000,81.8000,45.6000,64.3000,15.4000,3.5000,14.5000,102.2000
%http://www.basketball-reference.com/boxscores/201810300BOS.html
Detroit Pistons at Boston Celtics, October 30, 2018,regularSeason,105-108,A,102.9,0.5260,0.4660,0.3410,0.2614,22.4000,83.0000,52.1000,45.9000,5.8000,5.7000,14.5000,102.0000,MAN,102.9,0.5510,0.4940,0.3690,0.2976,17.0000,77.6000,47.9000,67.6000,7.8000,6.9000,12.5000,105.0000
%http://www.basketball-reference.com/boxscores/201810300CHO.html
Miami Heat at Charlotte Hornets, October 30, 2018,regularSeason,113-125,A,98.1,0.5790,0.5340,0.3220,0.2299,24.4000,75.0000,46.6000,61.0000,9.2000,9.4000,13.3000,115.1000,MAN,98.1,0.6670,0.6230,0.3460,0.2963,25.0000,75.6000,53.4000,61.4000,7.1000,8.5000,13.0000,127.4000
%http://www.basketball-reference.com/boxscores/201810300CLE.html
Atlanta Hawks at Cleveland Cavaliers, October 30, 2018,regularSeason,114-136,A,105.7,0.6370,0.6280,0.4270,0.1341,14.6000,71.7000,44.8000,56.8000,5.7000,12.3000,19.7000,107.8000,MAN,105.7,0.6240,0.5720,0.2780,0.3667,28.3000,85.4000,55.2000,51.1000,12.3000,2.1000,10.7000,128.6000
%http://www.basketball-reference.com/boxscores/201810300HOU.html
Portland Trail Blazers at Houston Rockets, October 30, 2018,regularSeason,104-85,A,96.0,0.5770,0.5250,0.2500,0.2500,19.4000,68.8000,51.0000,44.7000,4.2000,7.5000,15.9000,108.4000,MAN,96.0,0.4000,0.3750,0.4480,0.1354,31.3000,80.6000,49.0000,58.1000,7.3000,15.0000,9.4000,88.6000
%http://www.basketball-reference.com/boxscores/201810300MEM.html
Washington Wizards at Memphis Grizzlies, October 30, 2018,regularSeason,95-107,A,95.5,0.5740,0.5270,0.4730,0.2297,13.5000,84.2000,49.3000,75.0000,9.4000,15.2000,19.5000,99.5000,MAN,95.5,0.6100,0.5740,0.3780,0.2973,15.8000,86.5000,50.7000,77.8000,16.8000,7.7000,14.6000,112.1000
%http://www.basketball-reference.com/boxscores/201810300OKC.html
Los Angeles Clippers at Oklahoma City Thunder, October 30, 2018,regularSeason,110-128,A,109.8,0.5920,0.5200,0.2700,0.4459,15.8000,78.0000,48.1000,51.4000,5.5000,9.1000,20.5000,100.2000,MAN,109.8,0.5920,0.5590,0.1810,0.2447,22.0000,84.2000,51.9000,39.6000,14.6000,11.1000,12.2000,116.6000
%http://www.basketball-reference.com/boxscores/201810300ORL.html
Sacramento Kings at Orlando Magic, October 30, 2018,regularSeason,107-99,A,102.5,0.5610,0.5360,0.2620,0.2024,17.8000,79.6000,51.5000,53.7000,7.8000,12.5000,13.6000,104.4000,MAN,102.5,0.4920,0.4560,0.4730,0.1758,20.4000,82.2000,48.5000,77.8000,9.8000,12.9000,13.7000,96.6000
%http://www.basketball-reference.com/boxscores/201810300TOR.html
Philadelphia 76ers at Toronto Raptors, October 30, 2018,regularSeason,112-129,A,107.1,0.5370,0.4950,0.4400,0.2418,33.3000,76.9000,52.2000,65.8000,6.5000,7.7000,18.1000,104.6000,MAN,107.1,0.6180,0.5710,0.2930,0.2609,23.1000,66.7000,47.8000,61.7000,12.1000,11.8000,12.6000,120.5000
%http://www.basketball-reference.com/boxscores/201810310BRK.html
Detroit Pistons at Brooklyn Nets, October 31, 2018,regularSeason,119-120,A,99.1,0.5400,0.4780,0.3660,0.3226,27.5000,69.5000,50.0000,41.0000,7.3000,9.5000,12.7000,108.8000,MAN,99.1,0.5250,0.4850,0.3760,0.2178,30.5000,72.5000,50.0000,60.5000,4.6000,5.1000,12.3000,109.7000
%http://www.basketball-reference.com/boxscores/201810310CHI.html
Denver Nuggets at Chicago Bulls, October 31, 2018,regularSeason,108-107,A,92.0,0.5050,0.4900,0.2630,0.1111,34.0000,79.6000,56.6000,53.3000,6.9000,15.5000,13.0000,106.3000,MAN,92.0,0.5350,0.5110,0.3700,0.1413,20.4000,66.0000,43.4000,69.2000,6.9000,8.2000,11.5000,105.3000
%http://www.basketball-reference.com/boxscores/201810310GSW.html
New Orleans Pelicans at Golden State Warriors, October 31, 2018,regularSeason,121-131,A,104.8,0.5820,0.5430,0.3800,0.2283,26.1000,71.4000,47.7000,54.5000,7.6000,3.5000,12.6000,115.5000,MAN,104.8,0.6410,0.6180,0.3600,0.2360,28.6000,73.9000,52.3000,83.0000,9.5000,7.0000,14.3000,125.0000
%http://www.basketball-reference.com/boxscores/201810310LAL.html
Dallas Mavericks at Los Angeles Lakers, October 31, 2018,regularSeason,113-114,A,104.9,0.5990,0.5760,0.3370,0.1628,24.4000,78.9000,50.6000,55.8000,4.8000,7.5000,19.6000,107.8000,MAN,104.9,0.6030,0.5710,0.2020,0.2143,21.1000,75.6000,49.4000,53.5000,11.4000,10.5000,17.5000,108.7000
%http://www.basketball-reference.com/boxscores/201810310MIN.html
Utah Jazz at Minnesota Timberwolves, October 31, 2018,regularSeason,125-128,A,103.0,0.5670,0.5520,0.3090,0.1856,37.0000,80.0000,53.9000,53.2000,8.7000,8.2000,11.3000,121.3000,MAN,103.0,0.6630,0.6510,0.2910,0.1860,20.0000,63.0000,46.1000,38.0000,9.7000,11.9000,13.4000,124.2000
%http://www.basketball-reference.com/boxscores/201810310NYK.html
Indiana Pacers at New York Knicks, October 31, 2018,regularSeason,107-101,A,94.1,0.5910,0.5780,0.2410,0.1325,27.8000,77.5000,53.9000,53.3000,10.6000,18.5000,14.2000,113.7000,MAN,94.1,0.5640,0.5060,0.3160,0.2658,22.5000,72.2000,46.1000,52.9000,6.4000,9.5000,16.0000,107.3000
%http://www.basketball-reference.com/boxscores/201810310PHO.html
San Antonio Spurs at Phoenix Suns, October 31, 2018,regularSeason,120-90,A,102.0,0.6350,0.5780,0.2170,0.2892,17.6000,85.4000,57.3000,52.2000,6.9000,9.1000,12.9000,117.6000,MAN,102.0,0.4600,0.4220,0.2670,0.1556,14.6000,82.4000,42.7000,60.0000,9.8000,4.6000,13.3000,88.2000
%http://www.basketball-reference.com/boxscores/201811010ATL.html
Sacramento Kings at Atlanta Hawks, November 1, 2018,regularSeason,146-115,A,112.9,0.6510,0.6120,0.3570,0.2653,23.3000,78.3000,51.7000,71.7000,12.4000,5.4000,11.1000,129.4000,MAN,112.9,0.5640,0.5290,0.3560,0.2644,21.7000,76.7000,48.3000,61.9000,5.3000,9.5000,17.7000,101.9000
%http://www.basketball-reference.com/boxscores/201811010BOS.html
Milwaukee Bucks at Boston Celtics, November 1, 2018,regularSeason,113-117,A,100.8,0.5750,0.5350,0.3410,0.2588,19.0000,82.2000,51.7000,48.8000,7.9000,8.1000,12.5000,112.1000,MAN,100.8,0.5990,0.5760,0.5980,0.1196,17.8000,81.0000,48.3000,73.2000,5.0000,14.3000,10.9000,116.1000
%http://www.basketball-reference.com/boxscores/201811010CHO.html
Oklahoma City Thunder at Charlotte Hornets, November 1, 2018,regularSeason,111-107,A,103.5,0.5100,0.4690,0.3850,0.2188,25.9000,76.1000,49.0000,48.8000,11.6000,17.3000,8.4000,107.2000,MAN,103.5,0.5210,0.4680,0.4410,0.2151,23.9000,74.1000,51.0000,68.4000,6.8000,5.1000,14.2000,103.3000
%http://www.basketball-reference.com/boxscores/201811010CLE.html
Denver Nuggets at Cleveland Cavaliers, November 1, 2018,regularSeason,110-91,A,87.4,0.5840,0.5410,0.3060,0.2118,38.9000,69.8000,55.7000,53.7000,9.2000,10.8000,11.3000,125.8000,MAN,87.4,0.4980,0.4400,0.2170,0.2169,30.2000,61.1000,44.3000,52.9000,12.6000,6.8000,12.5000,104.1000
%http://www.basketball-reference.com/boxscores/201811010PHI.html
Los Angeles Clippers at Philadelphia 76ers, November 1, 2018,regularSeason,113-122,A,106.7,0.5620,0.4940,0.2670,0.3256,19.5000,77.3000,49.4000,50.0000,5.6000,10.6000,15.2000,105.9000,MAN,106.7,0.5790,0.5430,0.2900,0.2258,22.7000,80.5000,50.6000,65.9000,6.6000,11.1000,11.7000,114.3000
%http://www.basketball-reference.com/boxscores/201811010POR.html
New Orleans Pelicans at Portland Trail Blazers, November 1, 2018,regularSeason,119-132,A,104.5,0.5400,0.4680,0.3090,0.3298,26.9000,78.9000,48.9000,57.5000,6.7000,5.8000,9.8000,113.9000,MAN,104.5,0.6560,0.6090,0.4020,0.2989,21.1000,73.1000,51.1000,59.1000,3.8000,6.2000,12.2000,126.3000
%http://www.basketball-reference.com/boxscores/201811020BRK.html
Houston Rockets at Brooklyn Nets, November 2, 2018,regularSeason,119-111,A,92.4,0.6130,0.5840,0.4700,0.2651,27.5000,76.9000,51.9000,53.7000,4.3000,19.6000,8.5000,128.8000,MAN,92.4,0.5920,0.5820,0.4000,0.1412,23.1000,72.5000,48.1000,52.4000,5.4000,9.1000,9.6000,120.1000
%http://www.basketball-reference.com/boxscores/201811020CHI.html
Indiana Pacers at Chicago Bulls, November 2, 2018,regularSeason,107-105,A,94.1,0.5650,0.5120,0.3060,0.2353,22.0000,75.0000,49.4000,52.5000,8.5000,15.5000,10.4000,113.7000,MAN,94.1,0.5650,0.5450,0.3480,0.0899,25.0000,78.0000,50.6000,78.6000,2.1000,11.9000,13.1000,111.5000
%http://www.basketball-reference.com/boxscores/201811020DAL.html
New York Knicks at Dallas Mavericks, November 2, 2018,regularSeason,118-106,A,96.4,0.6180,0.5890,0.3450,0.2262,25.6000,73.2000,50.0000,56.5000,13.5000,7.7000,11.2000,122.4000,MAN,96.4,0.5790,0.5620,0.3580,0.1852,26.8000,74.4000,50.0000,55.0000,6.2000,1.8000,16.4000,110.0000
%http://www.basketball-reference.com/boxscores/201811020GSW.html
Minnesota Timberwolves at Golden State Warriors, November 2, 2018,regularSeason,99-116,A,100.8,0.4620,0.4410,0.4460,0.0990,14.0000,72.1000,39.0000,65.8000,7.9000,7.4000,4.5000,98.3000,MAN,100.8,0.5940,0.5630,0.3860,0.1932,27.9000,86.0000,61.0000,72.1000,3.0000,16.1000,14.1000,115.1000
%http://www.basketball-reference.com/boxscores/201811020ORL.html
Los Angeles Clippers at Orlando Magic, November 2, 2018,regularSeason,120-95,A,99.7,0.5970,0.5520,0.3020,0.2907,23.8000,83.3000,55.6000,53.7000,5.0000,4.1000,11.5000,120.3000,MAN,99.7,0.4830,0.4670,0.1890,0.1222,16.7000,76.2000,44.4000,50.0000,7.0000,6.7000,9.2000,95.3000
%http://www.basketball-reference.com/boxscores/201811020PHO.html
Toronto Raptors at Phoenix Suns, November 2, 2018,regularSeason,107-98,A,97.5,0.5930,0.5800,0.4070,0.1605,14.0000,73.3000,44.3000,70.7000,11.3000,15.4000,12.6000,109.7000,MAN,97.5,0.4950,0.4840,0.2860,0.1099,26.7000,86.0000,55.7000,50.0000,3.1000,8.3000,13.2000,100.5000
%http://www.basketball-reference.com/boxscores/201811020UTA.html
Memphis Grizzlies at Utah Jazz, November 2, 2018,regularSeason,110-100,A,90.1,0.6110,0.5930,0.3470,0.2800,23.7000,75.0000,50.0000,60.5000,10.0000,7.3000,10.9000,122.0000,MAN,90.1,0.5680,0.5580,0.4680,0.1818,25.0000,76.3000,50.0000,58.3000,3.3000,10.2000,13.7000,111.0000
%http://www.basketball-reference.com/boxscores/201811020WAS.html
Oklahoma City Thunder at Washington Wizards, November 2, 2018,regularSeason,134-111,A,102.2,0.6880,0.6570,0.3720,0.2442,22.6000,83.8000,55.9000,69.4000,12.7000,8.9000,11.8000,131.1000,MAN,102.2,0.5910,0.5640,0.3490,0.1628,16.2000,77.4000,44.1000,61.4000,5.9000,7.4000,16.1000,108.6000
%http://www.basketball-reference.com/boxscores/201811030ATL.html
Miami Heat at Atlanta Hawks, November 3, 2018,regularSeason,118-123,A,100.5,0.6120,0.5760,0.4710,0.2353,31.0000,77.8000,52.6000,65.9000,6.0000,10.7000,15.0000,117.4000,MAN,100.5,0.6270,0.5970,0.3640,0.2045,22.2000,69.0000,47.4000,71.7000,10.9000,15.6000,14.0000,122.4000
%http://www.basketball-reference.com/boxscores/201811030CHI.html
Houston Rockets at Chicago Bulls, November 3, 2018,regularSeason,96-88,A,96.6,0.5230,0.5000,0.5060,0.1566,23.3000,89.7000,54.9000,60.0000,13.5000,10.4000,16.4000,99.4000,MAN,96.6,0.5310,0.4370,0.3240,0.3662,10.3000,76.7000,45.1000,53.6000,13.5000,9.8000,18.6000,91.1000
%http://www.basketball-reference.com/boxscores/201811030CHO.html
Cleveland Cavaliers at Charlotte Hornets, November 3, 2018,regularSeason,94-126,A,96.6,0.5370,0.4940,0.3210,0.1728,7.3000,65.7000,34.2000,62.9000,10.3000,3.3000,12.9000,97.3000,MAN,96.6,0.6510,0.6260,0.3300,0.1319,34.3000,92.7000,65.8000,55.8000,3.1000,12.7000,13.4000,130.4000
%http://www.basketball-reference.com/boxscores/201811030DEN.html
Utah Jazz at Denver Nuggets, November 3, 2018,regularSeason,88-103,A,95.2,0.4810,0.4440,0.3830,0.1975,20.0000,78.9000,45.5000,66.7000,12.6000,12.7000,11.6000,92.4000,MAN,95.2,0.5640,0.5480,0.3370,0.1446,21.1000,80.0000,54.5000,78.0000,8.4000,0.0000,15.7000,108.2000
%http://www.basketball-reference.com/boxscores/201811030IND.html
Boston Celtics at Indiana Pacers, November 3, 2018,regularSeason,101-102,A,96.6,0.5490,0.5400,0.5230,0.0682,21.3000,81.4000,50.0000,60.5000,6.2000,14.8000,13.2000,104.5000,MAN,96.6,0.5260,0.4830,0.3720,0.2209,18.6000,78.7000,50.0000,63.9000,10.3000,4.8000,11.8000,105.6000
%http://www.basketball-reference.com/boxscores/201811030PHI.html
Detroit Pistons at Philadelphia 76ers, November 3, 2018,regularSeason,99-109,A,105.9,0.4900,0.4280,0.3610,0.3373,14.3000,92.5000,49.4000,48.5000,7.6000,7.5000,14.4000,93.5000,MAN,105.9,0.5960,0.4710,0.4200,0.6377,7.5000,85.7000,50.6000,75.0000,10.4000,5.7000,15.7000,102.9000
%http://www.basketball-reference.com/boxscores/201811030POR.html
Los Angeles Lakers at Portland Trail Blazers, November 3, 2018,regularSeason,114-110,A,107.8,0.5880,0.5700,0.2440,0.1860,20.9000,71.9000,50.0000,44.4000,8.3000,15.9000,17.1000,105.8000,MAN,107.8,0.4840,0.4520,0.3370,0.1538,28.1000,79.1000,50.0000,45.5000,9.3000,7.7000,11.0000,102.0000
%http://www.basketball-reference.com/boxscores/201811030SAS.html
